,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2014),24869254,Olive Kitteridge             ,奥丽芙·基特里奇 Olive Kitteridge,剧情,9.3,20178,71.7%,24.6%,3.3%,0.3%,0.1%,美国,1018232,1010548,1048145,1018165,1049657,1054508,1165817,1074274,1345943,1352024,1352025,1129549,1352026,1041201,"https://ia.media-imdb.com/images/M/MV5BMjIzOTk4NzMzMV5BMl5BanBnXkFtZTgwMTczMzY4MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
