,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2013),20416430,Saikô no Rikon             ,最完美的离婚 最高の離婚,剧情,喜剧,爱情,8.9,71310,55.6%,34.7%,8.8%,0.7%,0.2%,日本,1313495,1336351,1336352,1359735,1037363,1042642,1028094,1314909,1326735,1336214,1321636,1016891,1314832,"https://ia.media-imdb.com/images/M/MV5BMTBkYzkxYTYtZWI1Ny00MGMyLWE1ODAtMGVkM2YyM2E2Mzk5XkEyXkFqcGdeQXVyMzE1MjAxNzU@._V1_UY268_CR92,0,182,268_AL_.jpg"
