,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2014),20020577,Tui na (2014) ,推拿,剧情,7.8,88263,20.2%,51.6%,25.0%,2.7%,0.6%,中国大陆,法国,1274263,1274230,1274463,1343499,1047083,1276105,1276144,1344247,1344246,1344248,"https://ia.media-imdb.com/images/M/MV5BNWEyMjIxMWItMjYxNy00ZDJhLWIzY2QtZTIwMzZiMWYxNGUwXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
