,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2015),26433966,Hei chu you shen me (2015) ,黑处有什么,剧情,悬疑,犯罪,6.6,28576,6.3%,32.0%,48.9%,10.6%,2.3%,中国大陆,1350900,1352813,1362253,1362254,1311659,1330522,1362255,1343630,1363833,1363834,1350896,1363835,1363836,1363837,1363838,1363839,1363840,1363841,1333224,1363842,1363844,1363845,1363846,1363847,"https://ia.media-imdb.com/images/M/MV5BNzc5MjA5Y2MtZGEwMC00YjJiLTlkMjItMzBlNTFjODkxMmMzXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
