,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2016),25894431,Rogue One (2016) ,星球大战外传：侠盗一号 Rogue One: A Star Wars Story,动作,科幻,冒险,7.3,116725,15.4%,41.4%,36.3%,5.5%,1.4%,美国,1310557,1013981,1013867,1025194,1000248,1040529,1031855,1053567,1021999,1036731,1313128,1355010,1339836,1010598,1006994,1352421,1319267,1013800,"https://ia.media-imdb.com/images/M/MV5BMjEwMzMxODIzOV5BMl5BanBnXkFtZTgwNzg3OTAzMDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
