,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2016),26340305,Graduation (2016) ,毕业会考 Bacalaureat,剧情,家庭,7.7,15464,17.6%,53.7%,26.0%,2.2%,0.5%,罗马尼亚,法国,比利时,1135805,1338845,1311476,1365683,1357683,1357684,1113589,"https://ia.media-imdb.com/images/M/MV5BMjMxNTAwNzk5MF5BMl5BanBnXkFtZTgwNDY3NTM3MTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
