,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2015),26606242,Kang rinpoche (2015) ,冈仁波齐,剧情,7.7,77532,22.2%,46.2%,26.4%,3.7%,1.6%,中国大陆,1301697,1373761,1373762,1339506,1373763,1373764,1373770,1373765,1373766,1373767,1373771,1373768,1373769,"https://ia.media-imdb.com/images/M/MV5BMjMwMDc4OTA2NV5BMl5BanBnXkFtZTgwNTMwOTA1ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
