,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,actor34,actor35,actor36,actor37,actor38,actor39,poster
0,(2015),25746375,Wo shi lu ren jia (2015) ,我是路人甲,剧情,喜剧,7.2,97155,14.3%,40.5%,36.1%,7.2%,2.0%,中国大陆,香港,1274289,1350013,1350012,1350011,1350010,1350007,1350003,1350008,1390555,1349998,1350000,1350005,1350006,1350004,1350001,1350002,1349997,1349999,1050693,1033102,1106979,1023278,1027502,1274289,1126158,1014716,1312822,1016668,1053570,1314535,1276049,1290446,1035898,1301199,1381258,1387865,1358972,1340698,1344881,1386562,"https://ia.media-imdb.com/images/M/MV5BYTcyODE2ZGYtZjZhMS00YWIyLWEwOTMtZThlM2U5YzAzNjY4XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
