,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,poster
0,(2013),19955828,La Vénus à la fourrure (2013) ,穿裘皮的维纳斯 La Vénus à la fourrure,剧情,8.1,23397,32.6%,43.2%,19.6%,3.5%,1.1%,法国,波兰,1054420,1010589,1040679,"https://ia.media-imdb.com/images/M/MV5BMjM0ODgyOTM1Ml5BMl5BanBnXkFtZTgwMzI5ODM4MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
