,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,poster
0,(2016),26354572,Sing (2016) ,欢乐好声音 Sing,喜剧,动画,歌舞,8.2,137307,31.5%,48.0%,18.9%,1.4%,0.2%,美国,1303814,1366253,1040511,1031217,1041123,1054453,1017907,1340497,1220322,1010636,1049673,1303814,1010635,1321396,1335427,1316693,1009365,1287883,1133682,1018473,1283454,"https://ia.media-imdb.com/images/M/MV5BMTYzODYzODU2Ml5BMl5BanBnXkFtZTgwNTc1MTA2NzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
