,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,director3,director4,director5,director6,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),25966044,Nosedive             ,黑镜 第三季 Black Mirror Season 3,剧情,科幻,惊悚,8.8,87220,50.9%,38.0%,9.8%,1.0%,0.3%,美国,英国,1333372,1275041,1304811,1306044,1286244,1354103,1316167,1326533,1027772,1031922,1085544,1343731,1004565,1326707,1104615,1269905,1329954,1140515,1350528,1333357,1301179,"https://ia.media-imdb.com/images/M/MV5BNzI2NDA3MTA4OF5BMl5BanBnXkFtZTgwMjA5MzkzMDI@._V1_UY268_CR110,0,182,268_AL_.jpg"
