,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2016),24860318,Inferno (2016) ,但丁密码 Inferno,悬疑,惊悚,6.2,62042,4.0%,20.8%,58.2%,15.3%,1.7%,美国,匈牙利,1031844,1054450,1013981,1040512,1220507,1108861,1041596,1159094,1199936,1058673,1200613,"https://ia.media-imdb.com/images/M/MV5BMTUzNTE2NTkzMV5BMl5BanBnXkFtZTgwMDAzOTUyMDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
