,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2012),11501396,Bian jing feng yun (2012) ,边境风云,剧情,犯罪,7.7,62694,18.7%,50.9%,26.6%,3.1%,0.7%,中国大陆,1320881,1053581,1274301,1026454,1316041,1274306,1322436,1322964,"https://ia.media-imdb.com/images/M/MV5BZDEwMzQ4MTMtZjkxMy00MDQ3LWFkZTgtYjNkZmJmM2RkNjM0XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
