,time,id,English_name,name,type1,type2,type3,type4,type5,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,poster
0,(2017),20495023,Coco (2017) ,寻梦环游记 Coco,喜剧,动画,音乐,家庭,冒险,9.1,483567,61.8%,31.1%,6.6%,0.4%,0.1%,美国,1022678,1370425,1370411,1041009,1036383,1056068,1329603,1077191,1014115,1383503,1009632,1077918,1133060,1263061,1122108,1031917,1309727,1384451,1134178,1009958,1383505,1384452,1010603,1383504,1002680,"https://ia.media-imdb.com/images/M/MV5BYjQ5NjM0Y2YtNjZkNC00ZDhkLWJjMWItN2QyNzFkMDE3ZjAxXkEyXkFqcGdeQXVyODIxMzk5NjA@._V1_UY268_CR3,0,182,268_AL_.jpg"
