,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2013),10833923,Up in the Wind (2013) ,等风来,喜剧,爱情,5.6,95176,4.6%,15.4%,44.0%,26.9%,9.0%,中国大陆,1314569,1315861,1274628,1276157,1316345,1040928,1336673,1336695,1317759,1318016,1318149,"https://ia.media-imdb.com/images/M/MV5BM2YyNDk1YjEtMTkxMi00ZmRiLWJjMGQtMzE3ODljZTgzYWMyXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_UY268_CR5,0,182,268_AL_.jpg"
