,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,poster
0,(2015),25718082,Nian nian (2015) ,念念,剧情,爱情,家庭,6.9,38419,11.3%,37.0%,41.0%,8.9%,1.8%,香港,台湾,1012646,1189924,1014743,1275416,1005331,1314537,1274865,"https://ia.media-imdb.com/images/M/MV5BZTcyYzcwNDctNjkyYy00ZDI1LTg5MDUtNWU4YTE2MGJlZDQ4XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
