,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2017),26811587,Da Hu Fa (2017) ,大护法,喜剧,动画,奇幻,冒险,7.8,195550,25.2%,46.6%,23.4%,3.7%,1.1%,中国大陆,1358697,1345276,1343032,1275482,1376882,1337468,1376883,1340805,1376884,1361154,1376886,1352712,1340968,"https://ia.media-imdb.com/images/M/MV5BNWJmZjY1MzYtNGVmMi00ZTY2LWE0YTEtN2Q5NjIwMGY5MmVkXkEyXkFqcGdeQXVyNzg0OTgxNzA@._V1_UY268_CR1,0,182,268_AL_.jpg"
