,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,poster
0,(2015),25814707,Little Forest: Winter/Spring (2015) ,小森林 冬春篇 リトル・フォレスト 冬・春,剧情,8.9,125226,56.4%,35.1%,7.7%,0.5%,0.2%,日本,1015633,1275733,1315155,1320978,1021281,1343624,"https://ia.media-imdb.com/images/M/MV5BNWY0ZDFlZDgtZjc5Ni00MWE2LWE1MWUtN2QyZDQ3NzJmZDBkXkEyXkFqcGdeQXVyMjI2MDQxODA@._V1_UX182_CR0,0,182,268_AL_.jpg"
