,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2014),21349734,Night at the Museum: Secret of the Tomb (2014) ,博物馆奇妙夜3 Night at the Museum: Secret of the Tomb,喜剧,奇幻,冒险,7.0,98019,11.0%,36.2%,45.7%,6.2%,0.9%,美国,英国,1289935,1054412,1009241,1006964,1027820,1009297,1027527,1319780,1009602,1044903,1031954,1022712,1054393,1322489,1036423,1054487,1010508,"https://ia.media-imdb.com/images/M/MV5BMjI1MzM2ODEyMV5BMl5BanBnXkFtZTgwNTIzODAwMzE@._V1_UY268_CR2,0,182,268_AL_.jpg"
