,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,country5,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2016),25884125,The Young Pope             ,年轻的教宗 The Young Pope,剧情,9.0,13606,62.8%,28.9%,6.9%,1.0%,0.5%,意大利,法国,西班牙,美国,英国,1018303,1010510,1053568,1010008,1353968,1009435,1016749,1010628,1050815,1006992,1315407,1055271,1331851,1355675,1073348,1045313,1099491,1193709,"https://ia.media-imdb.com/images/M/MV5BMjA4ODA2NjAxMV5BMl5BanBnXkFtZTgwMTUzOTA4MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
