,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2015),11620560,Spectre (2015) ,007：幽灵党 Spectre,动作,惊悚,冒险,6.2,118477,5.7%,21.6%,52.5%,16.8%,3.4%,英国,美国,1048021,1025175,1054405,1009295,1025149,1049542,1014003,1025156,1006956,1348677,1274365,1187874,1333548,1048248,1352422,1346573,1346147,"https://ia.media-imdb.com/images/M/MV5BOWQ1MDE1NzgtNTQ4OC00ZjliLTllZDAtN2IyOTVmMTc5YjUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX182_CR0,0,182,268_AL_.jpg"
