,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,country4,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,poster
0,(2017),26607693,Dunkirk (2017) ,敦刻尔克 Dunkirk,剧情,历史,战争,8.4,338074,40.0%,44.1%,14.0%,1.4%,0.5%,英国,法国,美国,荷兰,1054524,1355522,1376362,1344553,1323310,1045358,1049489,1014239,1360874,1047992,1049713,1036342,1377574,1357920,1332596,1354932,1355862,1216363,1335226,1211244,1374012,1345504,1054509,1128508,1380352,"https://ia.media-imdb.com/images/M/MV5BN2YyZjQ0NTEtNzU5MS00NGZkLTg0MTEtYzJmMWY3MWRhZjM2XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg"
