,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2015),10741220,Brooklyn (2015) ,布鲁克林 Brooklyn,剧情,爱情,7.8,57138,20.5%,50.0%,27.0%,2.2%,0.3%,英国,加拿大,爱尔兰,1305195,1022004,1313116,1033093,1019049,1031902,1325953,1328948,1048399,1210392,1332868,1312014,1345477,1353009,1353010,1276164,1094753,1279241,1343265,1335501,1278680,"https://ia.media-imdb.com/images/M/MV5BMzE4MDk5NzEyOV5BMl5BanBnXkFtZTgwNDM4NDA3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
