,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2015),10594965,The Intern (2015) ,实习生 The Intern,喜剧,7.7,99860,18.8%,48.0%,30.4%,2.5%,0.3%,美国,1036539,1054445,1048027,1004610,1325544,1352276,1318690,1325542,1352277,1353531,1273022,1213072,1027377,1161747,1156288,1027844,1351680,"https://ia.media-imdb.com/images/M/MV5BMTUyNjE5NjI5OF5BMl5BanBnXkFtZTgwNzYzMzU3NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
