,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2017),25723583,The Foreigner (2017) ,英伦对决 The Foreigner,动作,犯罪,7.1,115303,10.0%,43.5%,41.0%,4.8%,0.7%,英国,中国大陆,1040630,1054531,1031219,1011562,1022732,1329188,1068145,1291550,1318898,1356551,1344516,1177276,1070924,1348852,1350496,1350039,"https://ia.media-imdb.com/images/M/MV5BM2RlMjcyMGQtZTU3OC00NGRlLWExMGEtYjU3ZjUyMDc0NWZmXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_UX182_CR0,0,182,268_AL_.jpg"
