,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2015),24325923,Me and Earl and the Dying Girl (2015) ,我和厄尔以及将死的女孩 Me and Earl and the Dying Girl,剧情,喜剧,8.1,47255,27.9%,51.0%,19.4%,1.5%,0.3%,美国,1337912,1272859,1327806,1350258,1009365,1049580,1049679,1031898,1345311,1317445,1010508,1179502,1031839,1337082,"https://ia.media-imdb.com/images/M/MV5BNTA1NzUzNjY4MV5BMl5BanBnXkFtZTgwNDU0MDI0NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
