,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2017),26816086,Gintama (2017) ,银魂 銀魂,喜剧,动作,奇幻,冒险,7.0,76628,14.2%,34.7%,38.8%,9.4%,2.8%,日本,1325118,1014229,1274418,1322189,1000910,1015047,1315730,1313429,1275807,1018667,1274453,1315821,1325631,1276143,1042947,1087140,1028166,"https://ia.media-imdb.com/images/M/MV5BMzkxNGZjMDQtYTEzNi00OTdkLWJkMTYtZmIwYjQ2NWFiY2M1XkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
