,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),25920885,The Abominable Bride             ,神探夏洛克：可恶的新娘 Sherlock: The Abominable Bride,剧情,悬疑,犯罪,6.9,154661,14.7%,31.0%,41.8%,9.9%,2.6%,英国,1290655,1009405,1049612,1160302,1009379,1027973,1274365,1315427,1317528,1313128,1353826,1353850,1013882,1049860,1315825,1353851,"https://ia.media-imdb.com/images/M/MV5BOGNiODlhMTUtMzM5Zi00MjBiLWJlMGMtNTJlYzI4NjVlODczXkEyXkFqcGdeQXVyNTAwNzc3ODg@._V1_UX182_CR0,0,182,268_AL_.jpg"
