,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2016),26325320,Hacksaw Ridge (2016) ,血战钢锯岭 Hacksaw Ridge,剧情,传记,历史,战争,8.7,333969,49.1%,40.3%,9.6%,0.8%,0.2%,美国,澳大利亚,1054530,1022620,1000147,1002673,1040994,1338326,1031836,1036393,1317678,1013865,1333641,1087341,1186069,1317914,"https://ia.media-imdb.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
