,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,poster
0,(2016),26604456,Free at Last             ,毒枭 第二季 Narcos Season 2,剧情,动作,犯罪,9.3,20622,70.0%,25.9%,3.8%,0.3%,0.1%,美国,1297608,1305750,1304837,1362708,1329628,1009708,1053504,1317961,1178294,1326815,1128709,1045159,1065924,1010265,1314501,1156961,1361980,1361981,"https://ia.media-imdb.com/images/M/MV5BMjIxMDkyOTEyNV5BMl5BanBnXkFtZTgwNjY3Mjc3OTE@._V1_UY268_CR110,0,182,268_AL_.jpg"
