,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2016),26838164,Fleabag             ,伦敦生活 第一季 Fleabag Season 1,剧情,喜剧,8.7,41030,47.1%,41.2%,10.5%,0.9%,0.4%,英国,1320182,1042672,1355453,1019165,1361564,1272924,1004900,1338062,1342023,1317271,1123046,1348269,"https://ia.media-imdb.com/images/M/MV5BMTg0NDU2MDM2N15BMl5BanBnXkFtZTgwODEzMjY2OTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
