,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,actor30,actor31,actor32,actor33,poster
0,(2016),25662329,Zootopia (2016) ,疯狂动物城 Zootopia,喜剧,动画,冒险,9.2,584218,64.2%,29.9%,5.6%,0.3%,0.1%,美国,1286985,1324037,1304069,1017930,1013760,1049501,1230973,1191385,1049523,1036879,1018035,1147911,1154263,1031855,1004604,1355373,1355374,1055202,1307788,1049627,1334839,1174485,1345304,1055750,1036676,1324037,1154840,1126053,1286985,1304069,1175204,1359015,1219567,1031240,1015271,1222610,"https://ia.media-imdb.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
