,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,poster
0,(2013),20388224,Gam-si-ja-deul (2013) ,绝密跟踪 감시자들,动作,犯罪,7.6,54145,16.0%,52.3%,29.5%,1.9%,0.3%,韩国,1329979,1331113,1045576,1032365,1032675,1325125,1319357,1031194,1336400,1344889,"https://ia.media-imdb.com/images/M/MV5BNTJhMjI3NzUtOGQ1Zi00NzY4LWEzYTItOGI1YTVmN2IxNTJjXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_UY268_CR2,0,182,268_AL_.jpg"
