,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2014),10598440,Non-Stop (2014) ,空中营救 Non-Stop,动作,悬疑,惊悚,灾难,7.5,78745,13.0%,50.7%,33.8%,2.2%,0.3%,英国,法国,美国,1214705,1031220,1054519,1302972,1036721,1040817,1315557,1334862,1314341,1027487,1004700,1165173,1032099,1319831,1341485,1206038,"https://ia.media-imdb.com/images/M/MV5BOTI3NzcxMjkzMl5BMl5BanBnXkFtZTgwMDY0NTQ0MDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
