,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,poster
0,(2017),26611804,"Three Billboards Outside Ebbing, Missouri (2017) ","三块广告牌 Three Billboards Outside Ebbing, Missouri",剧情,犯罪,8.7,250426,46.8%,42.7%,9.5%,0.8%,0.2%,英国,美国,1000304,1010548,1053560,1047972,1040985,1340596,1019009,1100849,1235113,1174320,1013874,1027122,1267671,1126976,1031994,1345796,1320855,1140622,1366809,"https://ia.media-imdb.com/images/M/MV5BMjMxNzgwMDUyMl5BMl5BanBnXkFtZTgwMTQ0NTIyNDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
