,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2014),24736526,Heung Gong zai (2014) ,人间·小团圆 香港仔,剧情,5.4,58702,6.9%,18.8%,34.5%,15.3%,24.5%,香港,中国大陆,1000148,1027577,1002862,1173971,1000975,1016771,1274241,1339078,1339079,1041510,1019343,1316214,1221295,"https://ia.media-imdb.com/images/M/MV5BYzViODdiYjMtNTUyMi00ZmM3LTljZWQtY2VmZDQzYWMwMDhhXkEyXkFqcGdeQXVyMjI2NTQzNTQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
