,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,poster
0,(2015),24397586,Shaun the Sheep Movie (2015) ,小羊肖恩 Shaun the Sheep Movie,喜剧,动画,冒险,8.4,58265,37.4%,45.0%,16.2%,1.2%,0.3%,英国,法国,1279705,1285080,1321083,1321082,1027280,1321084,1091567,1000299,1099383,1348430,1285943,1348436,1348435,1348434,1348433,1348432,1348431,1150088,"https://ia.media-imdb.com/images/M/MV5BOTc1ODY5MTQ1Nl5BMl5BanBnXkFtZTgwMDM5ODI1NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
