,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2015),25881888,Irrational Man (2015) ,无理之人 Irrational Man,剧情,7.3,22486,11.6%,44.8%,39.0%,4.0%,0.6%,美国,1054430,1040506,1047979,1271408,1040522,1007062,1022897,1245747,1336709,1165744,"https://ia.media-imdb.com/images/M/MV5BMjE2NTM0Mzk5Ml5BMl5BanBnXkFtZTgwMzQ3Njc3NTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
