,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,poster
0,(2016),19944106,Mei ren yu (2016) ,美人鱼,喜剧,爱情,奇幻,6.7,429339,14.2%,30.3%,38.5%,12.1%,4.9%,中国大陆,香港,1048026,1274235,1274317,1274494,1345908,1007152,1337000,1326286,1320676,1332932,1339768,1315882,1011513,1354115,1354116,1354012,1314402,1314248,1320972,1356923,1336758,1325284,1348521,1371923,1348903,1326696,1359076,1374909,"https://ia.media-imdb.com/images/M/MV5BNDJiNzAwZGItZDA5Yi00YzQzLWJjNDUtOWQyNTdkNTJiMjdkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX182_CR0,0,182,268_AL_.jpg"
