,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2017),25884801,Ji yi da shi (2017) ,记忆大师,剧情,悬疑,惊悚,犯罪,7.3,186420,12.3%,45.3%,36.3%,5.2%,0.9%,中国大陆,1189801,1274242,1274291,1000571,1312862,1372505,1315600,1346550,1313991,1321110,1371866,1340705,1362330,"https://ia.media-imdb.com/images/M/MV5BOGY3NmIyNGEtOTgwMS00ZDQ4LTkyMWItZjVhMDhkZWE0OWYyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTc5NjI2Mg@@._V1_UY268_CR1,0,182,268_AL_.jpg"
