,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,actor26,actor27,actor28,actor29,poster
0,(2014),20452350,Inside No. 9             ,9号秘事 第一季 Inside No.9 Season 1,喜剧,悬疑,恐怖,8.9,49878,53.0%,38.1%,8.1%,0.6%,0.2%,英国,1178991,1050114,1049915,1313172,1325682,1025197,1174593,1016670,1032200,1032149,1096920,1274332,1142609,1147816,1299214,1027954,1327267,1312912,1044988,1318675,1338499,1106877,1004674,1173535,1193055,1004727,1160017,1342883,1281914,1170301,"https://ia.media-imdb.com/images/M/MV5BYTY1Y2UzMmItZDgzMC00Nzc1LTk3ZDAtYWM4MGFhNzdkYzU1XkEyXkFqcGdeQXVyMjQ1NjEyNzE@._V1_UY268_CR3,0,182,268_AL_.jpg"
