,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2015),11598977,Yip Man 3 (2015) ,叶问3,剧情,动作,传记,历史,6.3,75800,6.9%,24.0%,51.1%,14.9%,3.2%,中国大陆,香港,1274472,1025194,1009368,1318005,1027481,1033280,1316503,1339113,1019278,1008125,1316230,1229775,1034328,1356183,1274972,1356184,1338492,1356185,"https://ia.media-imdb.com/images/M/MV5BMTkxNzc0MjgwN15BMl5BanBnXkFtZTgwMzY3Nzk1NzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
