,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2016),26389148,Hell or High Water (2016) ,赴汤蹈火 Hell or High Water,剧情,犯罪,西部,7.9,33787,22.5%,53.9%,21.8%,1.5%,0.3%,美国,1045234,1053621,1040512,1036313,1315126,1143727,1313800,1009321,1317472,1194845,1328497,1151372,1337934,"https://ia.media-imdb.com/images/M/MV5BMTg4NDA1OTA5NF5BMl5BanBnXkFtZTgwMDQ2MDM5ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
