,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2015),24753810,Zhan lang (2015) ,战狼,动作,战争,6.8,138222,13.8%,31.8%,39.1%,10.5%,4.8%,中国大陆,1000525,1000525,1050430,1017912,1345636,1274306,1345637,1315058,1316334,1316392,1318073,1315116,1335603,1323764,1345638,1333320,"https://ia.media-imdb.com/images/M/MV5BZTY1NDk5OTUtYjk5NS00MTdlLWJkMTEtMWUxOTQ4MDI3NGNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY268_CR4,0,182,268_AL_.jpg"
