,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2016),26653676,"I, Daniel Blake (2016) ","我是布莱克 I, Daniel Blake",剧情,8.2,14216,30.0%,51.3%,17.0%,1.5%,0.3%,英国,法国,比利时,1019106,1357689,1357690,1367305,1367306,1367307,1367308,1367309,1367310,1275238,1357691,1367311,1367312,1367313,"https://ia.media-imdb.com/images/M/MV5BMTQ4NTMzMTk4NV5BMl5BanBnXkFtZTgwNTU5MjE4MDI@._V1_UX182_CR0,0,182,268_AL_.jpg"
