,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2017),26778790,The Florida Project (2017) ,佛罗里达乐园 The Florida Project,剧情,儿童,8.0,27725,26.4%,51.7%,19.2%,2.0%,0.6%,美国,1277751,1382847,1382850,1010539,1382851,1386850,1382849,1386849,1386848,1386855,1235113,1386851,1382852,1350986,1386852,1386853,1386854,1336466,1307328,1221691,1353311,1386856,"https://ia.media-imdb.com/images/M/MV5BMjg4ZmY1MmItMjFjOS00ZTg2LWJjNDYtNDM2YmM2NzhiNmZhXkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_UX182_CR0,0,182,268_AL_.jpg"
