,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,actor23,actor24,actor25,poster
0,(2015),25710912,Gang jiong (2015) ,港囧,喜剧,5.6,225852,5.1%,16.1%,43.5%,25.3%,10.0%,中国大陆,1274297,1274297,1163713,1315866,1323516,1017040,1028522,1043330,1313722,1310684,1317139,1322425,1274331,1314452,1029805,1315269,1274445,1274279,1320946,1017103,1315882,1037408,1351645,1304196,1326932,1015199,"https://ia.media-imdb.com/images/M/MV5BMTg2OTQ0Nzc3NV5BMl5BanBnXkFtZTgwMjgxNjA5NjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
