,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2016),26635329,Hibana             ,火花,剧情,9.3,20914,73.0%,20.6%,4.9%,0.9%,0.6%,日本,1286685,1332665,1316375,1359799,1359804,1038106,1275851,1329131,1318924,1340143,1315737,1037679,1051523,1037933,1321530,1314683,1046778,1360085,1359946,1330369,"https://ia.media-imdb.com/images/M/MV5BODFlYzk2YWEtYWUxOC00NGQwLWE0NDEtMDdmYTU0ZGIxZmQ2XkEyXkFqcGdeQXVyMjI1ODY4OTk@._V1_UY268_CR4,0,182,268_AL_.jpg"
