,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2015),11776289,Office (2015) ,华丽上班族 華麗上班族,剧情,喜剧,爱情,歌舞,6.0,40121,6.2%,22.5%,44.9%,19.5%,6.8%,香港,中国大陆,1160186,1044899,1012646,1023424,1025141,1317348,1330484,1005843,1043325,1017188,1314773,1321676,1313657,"https://ia.media-imdb.com/images/M/MV5BNmJjYTgyYzEtYTg1Ny00OTdhLWE1YjMtZGU2Y2QxNTgwMTcwXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
