,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,poster
0,(2014),20278505,Predestination (2014) ,前目的地 Predestination,科幻,悬疑,7.7,93579,20.7%,47.8%,27.9%,3.0%,0.6%,澳大利亚,1305543,1305544,1018984,1336367,1049775,1158766,1340912,1340913,1022786,1341975,1319984,1186068,1344034,1341976,1110784,1340914,1340910,"https://ia.media-imdb.com/images/M/MV5BMTAzODc3NjU1NzNeQTJeQWpwZ15BbWU4MDk5NTQ4NTMx._V1_UX182_CR0,0,182,268_AL_.jpg"
