,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,director4,director5,director6,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2015),25823412,Chapter 27             ,纸牌屋 第三季 House of Cards Season 3,剧情,惊悚,8.3,38451,36.6%,45.2%,16.7%,1.2%,0.2%,美国,1281039,1014153,1355455,1276194,1002676,1036838,1054432,1002676,1019030,1104615,1327042,1060674,1338025,1027862,1078008,1045177,1118995,"https://ia.media-imdb.com/images/M/MV5BMTg1Mzk5NDQyN15BMl5BanBnXkFtZTgwNTEwODA5NjE@._V1_UY268_CR87,0,182,268_AL_.jpg"
