,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,poster
0,(2013),23055587,And the Soft Opening             ,破产姐妹 第三季 2 Broke Girls Season 3,喜剧,8.3,57092,39.9%,39.5%,18.0%,2.1%,0.5%,美国,1018976,1316011,1318761,1317008,1049511,1009328,1031961,"https://ia.media-imdb.com/images/M/MV5BMTg4MDY3OTEzM15BMl5BanBnXkFtZTgwODAyNTM2MjE@._V1_UY268_CR87,0,182,268_AL_.jpg"
