,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,actor22,poster
0,(2017),25933890,Baby Driver (2017) ,极盗车神 Baby Driver,动作,音乐,犯罪,7.0,101915,10.8%,39.7%,41.7%,6.5%,1.2%,英国,美国,1002716,1335176,1054432,1036329,1031817,1233270,1318674,1049679,1376692,1376693,1376694,1350477,1376695,1352028,1376696,1376699,1027333,1314981,1283950,1351531,1367971,1167698,1325954,"https://ia.media-imdb.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_UX182_CR0,0,182,268_AL_.jpg"
