,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,poster
0,(2014),25745651,Mommy (2014) ,妈咪 Mommy,剧情,家庭,8.2,17649,33.3%,45.1%,18.5%,2.5%,0.6%,加拿大,1032111,1041713,1344177,1280933,1014390,"https://ia.media-imdb.com/images/M/MV5BMjE3NjMwMjc3N15BMl5BanBnXkFtZTgwNDk4MjA0MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
