,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,actor21,poster
0,(2014),24695277,Yi ge ren de wu lin (2014) ,一个人的武林,动作,惊悚,6.2,44727,6.9%,22.4%,49.3%,16.7%,4.7%,中国大陆,香港,1313007,1025194,1274388,1018373,1275547,1033102,1018257,1202926,1013705,1339113,1317102,1313361,1321846,1343836,1336383,1106979,1274244,1286778,1016883,1301574,1324267,1278657,"https://ia.media-imdb.com/images/M/MV5BMTYwMjY5NzcxMl5BMl5BanBnXkFtZTgwODYxNzIxNTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
