,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,poster
0,(2013),11529526,Zhong Guo he huo ren (2013) ,中国合伙人,剧情,7.6,372300,19.1%,47.1%,29.3%,3.6%,0.9%,中国大陆,香港,1274300,1041404,1274235,1009179,1323516,"https://ia.media-imdb.com/images/M/MV5BMGM4ZWVlYjktM2FkNy00YWJiLTgwMDktMjg5NTcxZTQwYmRjXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UY268_CR4,0,182,268_AL_.jpg"
