,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,poster
0,(2014),23331914,Fury (2014) ,狂怒 Fury,剧情,动作,战争,7.8,103353,19.8%,51.7%,26.1%,2.0%,0.4%,英国,中国大陆,美国,1319045,1054452,1022000,1053583,1131634,1049679,1315255,1002801,1343165,1035613,1017916,1000379,1233826,1000188,"https://ia.media-imdb.com/images/M/MV5BMjA4MDU0NTUyN15BMl5BanBnXkFtZTgwMzQxMzY4MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
