,time,id,English_name,name,type1,type2,type3,type4,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,actor18,actor19,actor20,poster
0,(2017),26270502,Xiu chun dao II: xiu luo zhan chang (2017) ,绣春刀II：修罗战场,剧情,动作,武侠,古装,7.3,209362,12.4%,47.1%,35.0%,4.6%,1.0%,中国大陆,1321200,1077991,1052359,1274761,1312940,1318720,1275482,1376605,1351719,1342478,1314374,1315721,1317230,1332806,1274820,1371225,1326377,1322077,1376606,1319834,1276085,"https://ia.media-imdb.com/images/M/MV5BOTU2OTgzNTMtZDg1NS00MWEyLTk4YzYtZWM3YjI4YmQ5N2NiXkEyXkFqcGdeQXVyNjYxMjkzMzQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
