,time,id,English_name,name,type1,type2,type3,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,actor13,actor14,actor15,actor16,actor17,poster
0,(2014),24750126,Relatos salvajes (2014) ,荒蛮故事 Relatos salvajes,剧情,喜剧,犯罪,8.8,151391,48.4%,42.2%,8.7%,0.6%,0.2%,阿根廷,西班牙,1010314,1032655,1120679,1363361,1281320,1307771,1216754,1010747,1363362,1013967,1082729,1291164,1023609,1363363,1373697,1037464,1348665,1363364,"https://ia.media-imdb.com/images/M/MV5BNzAzMjA1ODAxOV5BMl5BanBnXkFtZTgwODg4NTQzNDE@._V1_UX182_CR0,0,182,268_AL_.jpg"
