,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,director3,actor1,poster
0,(2012),10606004,She jian shang de Zhong guo             ,舌尖上的中国 第一季,纪录片,9.3,115595,72.1%,23.2%,4.2%,0.3%,0.2%,中国大陆,1319627,1326730,1334965,1320458,"https://ia.media-imdb.com/images/M/MV5BOTVlZDI3ZTYtOTg4NS00NWI5LWE3ZDgtYThiYjdhMGEzNWIzXkEyXkFqcGdeQXVyNDg1NjA2OA@@._V1_UY268_CR0,0,182,268_AL_.jpg"
