,time,id,English_name,name,type1,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,poster
0,(2014),25815008,Still Alice (2014) ,依然爱丽丝 Still Alice,剧情,7.9,44404,22.4%,52.3%,24.0%,1.1%,0.2%,美国,法国,1284959,1032873,1054519,1004855,1114978,1048120,1000011,1092183,1012533,1350164,1099454,"https://ia.media-imdb.com/images/M/MV5BMjIzNzAxNjY1Nl5BMl5BanBnXkFtZTgwMDg4ODQxMzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
