,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,poster
0,(2014),24879858,Fen shou da shi (2014) ,分手大师,喜剧,爱情,5.0,189453,4.0%,11.0%,34.9%,29.6%,20.4%,中国大陆,1316617,1274235,1274235,1052359,1315729,1340705,1340704,1340703,1340702,1340706,1004856,1312846,1313761,"https://ia.media-imdb.com/images/M/MV5BMjE0MjkzNTYxMV5BMl5BanBnXkFtZTgwMzg4MDMwMjE@._V1_UY268_CR0,0,182,268_AL_.jpg"
