,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,country2,country3,director1,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,actor11,actor12,poster
0,(2016),26022182,Elle (2016) ,她 Elle,剧情,惊悚,7.7,73744,19.6%,48.4%,27.9%,3.4%,0.8%,法国,德国,比利时,1055953,1054515,1106952,1018387,1048315,1187894,1121316,1041227,1314430,1339549,1343013,1120447,1344059,"https://ia.media-imdb.com/images/M/MV5BMTU4MTUyMzI5Nl5BMl5BanBnXkFtZTgwMDQwODY2NzE@._V1_UY268_CR7,0,182,268_AL_.jpg"
