,time,id,English_name,name,type1,type2,score,pop,rating5star,rating4star,rating3star,rating2star,rating1star,country1,director1,director2,actor1,actor2,actor3,actor4,actor5,actor6,actor7,actor8,actor9,actor10,poster
0,(2013),22523273,"Suddenly, Last Summer             ",摩登家庭 第五季 Modern Family Season 5,喜剧,家庭,9.5,27858,77.5%,19.6%,2.7%,0.1%,0.1%,美国,1290200,1289918,1000065,1055987,1031819,1025048,1027262,1049652,1036376,1312983,1022735,1319145,"https://ia.media-imdb.com/images/M/MV5BMjM0MjA2MTkyOF5BMl5BanBnXkFtZTgwNDc2MTQ2MjE@._V1_UY268_CR87,0,182,268_AL_.jpg"
